Nome_Musica,Artista,Genero,Ano,BPM,Energia,Dancabilidade,Valencia,Loudness,Streams,Taxa_Crescimento,Qtd_Playlists,Compartilhamentos,Taxa_Skip,Taxa_Replay,Popularidade
Thriller,Michael Jackson,R&B,2000,165,0.63,0.95,0.59,-51.4,730989255,1.0,1,72701,0.37,0.1,71
Work,Rihanna,Hip-Hop,2004,88,0.31,0.24,0.59,-56.2,188662481,0.73,289,136399,0.37,0.81,50
Peaches,Justin Bieber,R&B,2012,105,0.29,0.95,0.24,-6.73,137535076,0.73,139,52595,0.69,0.44,51
We Will Rock You,Queen,Eletrônica,2013,180,0.38,0.5,0.28,-12.57,69756464,0.54,24,123843,0.56,0.18,37
Tití Me Preguntó,Bad Bunny,R&B,2011,163,0.93,0.41,0.8,-42.79,502211374,0.01,207,21362,0.45,0.82,54
Dakiti,Bad Bunny,Rock,1993,104,0.97,0.21,0.59,-13.1,797465692,0.68,151,86420,0.05,0.58,66
Mamma Mia,ABBA,Rock,1997,176,0.47,0.47,0.24,-21.2,519152648,0.07,211,16930,0.54,0.4,37
Like a Virgin,Madonna,Pop,1990,92,0.6,0.61,0.82,-46.52,179826280,0.8,37,186272,0.76,0.27,54
Blank Space,Taylor Swift,R&B,2000,86,0.79,0.95,0.77,-32.52,201363696,0.44,43,189083,0.61,0.52,61
Gold Digger,Kanye West,Eletrônica,1984,102,0.93,0.35,0.53,-52.54,240608546,0.54,79,112736,0.08,0.68,59
Work,Rihanna,Hip-Hop,2011,170,0.64,0.24,0.97,-24.98,466254074,0.86,37,173056,0.56,0.85,64
24K Magic,Bruno Mars,Eletrônica,2004,146,0.5,0.54,0.24,-12.47,551911605,0.05,250,77089,0.59,0.23,36
Levitating,Dua Lipa,Hip-Hop,2009,114,0.7,0.21,0.21,-22.14,41782393,0.26,8,117764,0.34,0.14,31
Stronger,Kanye West,Pop,2017,133,0.29,0.95,0.4,-55.43,286646883,0.67,252,193468,0.26,0.58,60
Halo,Beyoncé,Pop,1983,127,0.36,0.86,0.36,-51.95,270086988,0.37,201,31078,0.38,0.26,47
Dancing Queen,ABBA,Hip-Hop,2022,172,0.55,0.86,0.41,-27.17,625948812,0.2,126,124721,0.77,0.01,43
Work,Rihanna,R&B,1993,161,0.47,0.72,0.82,-9.53,363665912,0.81,94,6227,0.37,0.04,57
Perfect,Ed Sheeran,R&B,1997,162,1.0,0.24,0.75,-20.46,710296631,0.37,47,77012,0.56,0.17,50
Dancing Queen,ABBA,R&B,2013,64,0.93,0.45,0.28,-2.26,617294224,0.55,7,8667,0.69,0.62,56
Umbrella,Rihanna,Eletrônica,2024,62,0.37,0.24,0.53,-43.01,647205360,0.01,159,59105,0.53,0.25,32
Break My Soul,Beyoncé,Hip-Hop,2008,80,0.34,0.87,0.75,-3.35,791592119,0.68,94,164257,0.73,0.54,64
Tiny Dancer,Elton John,R&B,1989,165,0.23,0.36,0.17,-20.7,717134361,0.29,276,90715,0.54,0.57,40
Hung Up,Madonna,Hip-Hop,1991,68,0.84,0.74,0.97,-46.43,382387549,0.91,173,15384,0.53,0.4,70
Heartless,Kanye West,Pop,2009,147,0.52,0.78,0.96,-58.41,101505118,0.95,294,50814,0.54,0.14,59
Work,Rihanna,Hip-Hop,2010,106,0.21,0.37,0.7,-48.04,666341227,0.63,75,11130,0.08,0.25,51
Heartless,Kanye West,Rock,1994,79,0.71,0.33,0.2,-19.5,772212734,0.59,220,72097,0.28,0.71,58
Tiny Dancer,Elton John,Pop,2004,135,0.47,0.56,0.78,-52.1,780366107,0.89,232,156904,0.2,0.24,65
Hotline Bling,Drake,R&B,2007,152,0.78,0.94,0.54,-53.84,146236617,0.63,80,108089,0.42,0.14,58
Gold Digger,Kanye West,Rock,1988,158,0.89,0.88,0.45,-22.64,386560731,0.36,283,83469,0.7,0.69,60
We Will Rock You,Queen,Pop,2014,85,0.94,0.24,0.3,-35.34,41794526,0.99,10,95641,0.06,0.88,64
Gold Digger,Kanye West,R&B,1989,70,0.4,0.89,0.77,-12.21,73881484,0.82,235,131006,0.21,0.83,69
Bohemian Rhapsody,Queen,Rock,2009,168,0.79,0.31,0.16,-6.53,339447439,0.93,19,138976,0.13,0.68,61
Hotline Bling,Drake,R&B,2012,152,0.28,0.45,0.35,-43.61,664314197,0.35,15,140629,0.19,0.54,48
Hung Up,Madonna,Rock,2003,174,0.68,0.58,0.48,-57.21,757226597,0.02,278,89935,0.03,0.67,56
Anti-Hero,Taylor Swift,R&B,1985,68,0.46,0.76,0.92,-3.92,252671828,0.94,119,187671,0.32,0.63,69
Single Ladies,Beyoncé,R&B,2019,66,0.94,0.97,0.72,-12.09,696469247,0.44,112,123370,0.25,0.73,76
Gimme Gimme Gimme,ABBA,R&B,1983,61,0.94,0.29,0.75,-31.38,217902210,0.89,230,84019,0.72,0.14,52
Halo,Beyoncé,Eletrônica,2011,76,0.56,0.84,0.47,-26.91,523570548,0.64,130,73558,0.66,0.63,62
New Rules,Dua Lipa,R&B,2016,92,0.63,0.62,0.21,-31.23,568089930,0.88,180,55466,0.25,0.35,61
Tití Me Preguntó,Bad Bunny,Eletrônica,1985,96,0.83,0.33,0.26,-41.87,677793967,0.09,120,45582,0.27,0.54,47
Positions,Ariana Grande,Eletrônica,1983,103,0.86,0.22,0.35,-10.9,272268624,0.48,104,16229,0.4,0.43,46
Peaches,Justin Bieber,R&B,2000,85,0.39,0.55,0.87,-51.87,512475436,0.54,140,8060,0.6,0.21,49
Fix You,Coldplay,Hip-Hop,1982,172,0.44,0.6,0.91,-42.45,679865260,0.6,1,117633,0.26,0.5,63
Hotline Bling,Drake,Hip-Hop,1984,151,0.32,0.49,0.61,-24.17,631139248,0.74,276,186997,0.47,0.48,55
Thriller,Michael Jackson,R&B,2018,112,0.71,0.63,0.29,-47.9,315659740,0.03,148,89315,0.01,0.18,43
Blinding Lights,The Weeknd,Pop,2021,134,0.84,0.22,0.81,-55.63,617788098,0.06,31,17917,0.18,0.47,49
Don't Start Now,Dua Lipa,R&B,2015,143,0.69,0.27,0.79,-12.96,412939726,0.27,134,14575,0.49,0.47,46
Yellow,Coldplay,Hip-Hop,1988,104,0.66,0.3,0.45,-1.54,491830677,0.16,188,86445,0.4,0.2,38
We Will Rock You,Queen,R&B,2021,93,0.42,0.68,0.68,-36.56,448064162,0.32,188,95661,0.13,0.08,48
Fix You,Coldplay,Eletrônica,2019,125,0.33,0.86,0.33,-25.39,742039901,0.47,275,198249,0.12,0.66,62
Thriller,Michael Jackson,R&B,2012,168,0.85,0.23,0.58,-36.77,763189815,0.71,144,49826,0.6,0.43,57
Sorry,Justin Bieber,Hip-Hop,2008,151,0.94,0.52,0.5,-53.55,416609997,0.61,15,185207,0.36,0.55,61
Dakiti,Bad Bunny,Hip-Hop,2024,115,0.7,0.45,0.14,-18.05,459004317,0.3,54,96447,0.56,0.35,42
Anti-Hero,Taylor Swift,Eletrônica,2000,131,0.34,0.88,0.66,-58.78,601697302,0.72,71,192698,0.01,0.42,67
Rap God,Eminem,Rock,2006,121,0.93,0.34,0.39,-3.06,49650192,0.07,89,5563,0.06,0.66,45
We Will Rock You,Queen,Rock,1999,78,0.28,0.55,0.99,-48.82,8799438,0.01,215,115039,0.61,0.89,42
Levitating,Dua Lipa,Pop,2004,152,0.64,0.74,0.55,-48.02,608070237,0.48,158,176614,0.55,0.08,52
Billie Jean,Michael Jackson,Pop,2005,60,0.6,0.98,0.69,-30.06,739213148,0.47,135,179393,0.11,0.94,77
24K Magic,Bruno Mars,Eletrônica,2014,88,0.59,0.94,0.76,-22.84,372351141,0.6,287,193206,0.13,0.1,62
Like a Virgin,Madonna,R&B,1990,163,0.43,0.53,0.43,-41.74,1778139,0.58,98,170170,0.53,0.73,48
Don't Start Now,Dua Lipa,Hip-Hop,2002,105,0.53,0.21,0.57,-52.86,285858741,0.52,166,164434,0.15,0.86,53
Photograph,Ed Sheeran,R&B,2022,79,0.8,0.83,0.25,-13.46,388835500,0.5,123,77717,0.21,0.94,67
Mamma Mia,ABBA,Rock,1989,169,0.69,0.64,0.29,-58.45,371925795,0.44,2,174424,0.26,0.45,53
Without Me,Eminem,Hip-Hop,2020,139,0.38,0.73,0.52,-5.83,23539694,0.15,74,37455,0.72,0.49,38
24K Magic,Bruno Mars,R&B,2008,119,0.42,0.57,0.41,-26.45,20651989,0.57,101,166516,0.27,0.43,47
Gimme Gimme Gimme,ABBA,Eletrônica,1995,167,0.66,0.62,0.34,-27.14,688905760,0.74,34,43708,0.01,0.77,70
Viva La Vida,Coldplay,Pop,1981,164,0.63,0.5,0.28,-5.41,559636552,0.66,104,147022,0.31,0.44,55
Gimme Gimme Gimme,ABBA,Eletrônica,2020,63,0.27,0.82,0.61,-56.45,275623549,0.75,25,117043,0.47,0.88,63
Your Song,Elton John,Hip-Hop,1987,104,0.32,0.95,0.81,-9.5,300325773,0.33,289,74410,0.73,0.01,45
New Rules,Dua Lipa,Rock,1998,80,0.33,0.27,0.15,-16.77,412540290,0.11,153,124553,0.69,0.66,32
Thank U Next,Ariana Grande,Hip-Hop,2009,103,0.94,0.35,0.78,-2.75,56949208,0.96,55,78510,0.62,0.45,59
Like a Virgin,Madonna,Rock,1996,97,0.26,0.71,0.92,-12.88,181985667,0.64,177,195036,0.01,0.94,66
Grenade,Bruno Mars,Hip-Hop,2019,168,0.29,0.91,0.93,-2.28,107871616,0.58,144,122241,0.1,0.19,56
Yellow,Coldplay,Pop,1995,168,0.54,0.96,0.1,-32.64,276936536,0.32,48,33194,0.42,0.61,53
Save Your Tears,The Weeknd,Rock,1981,132,0.87,0.86,0.36,-33.25,398809938,0.53,238,79403,0.04,0.44,65
Viva La Vida,Coldplay,Rock,2011,71,0.95,0.2,0.68,-7.48,247355973,0.28,259,93702,0.29,0.15,43
New Rules,Dua Lipa,Rock,2019,93,0.45,0.45,0.36,-23.2,227664267,0.58,48,137330,0.74,0.37,41
Halo,Beyoncé,Eletrônica,1986,179,0.37,0.44,0.67,-37.77,121822088,0.34,165,169747,0.66,0.44,39
Your Song,Elton John,Eletrônica,2003,81,0.66,0.54,0.47,-56.54,747296156,0.66,97,119899,0.48,0.75,64
Thriller,Michael Jackson,Eletrônica,1990,104,0.8,0.81,0.82,-38.69,480992941,0.52,37,199808,0.4,0.49,66
Grenade,Bruno Mars,R&B,2014,104,0.92,0.89,0.14,-54.73,444950329,0.35,211,141469,0.74,0.76,59
Billie Jean,Michael Jackson,R&B,2001,165,0.55,0.3,0.89,-29.28,257991637,0.32,242,85474,0.1,0.44,48
Blinding Lights,The Weeknd,Hip-Hop,2022,101,0.61,0.33,0.47,-27.71,285162331,0.57,165,77037,0.28,0.9,56
Gimme Gimme Gimme,ABBA,R&B,2024,158,1.0,0.22,0.39,-38.12,93350657,0.65,76,103120,0.02,0.61,56
Don't Start Now,Dua Lipa,Eletrônica,1994,88,0.51,0.73,0.65,-45.78,215789549,0.08,235,57726,0.08,0.41,48
Photograph,Ed Sheeran,Pop,2008,150,0.66,0.68,0.17,-47.67,107959531,0.17,178,136709,0.72,0.67,42
Single Ladies,Beyoncé,Eletrônica,1996,77,0.62,0.82,0.23,-27.26,522893910,0.09,201,15303,0.37,0.53,50
Bohemian Rhapsody,Queen,Eletrônica,2006,139,0.65,0.62,0.37,-56.6,354544461,0.95,233,198069,0.39,0.81,67
Levitating,Dua Lipa,R&B,2005,128,0.86,0.42,0.58,-29.06,699254002,0.37,246,106812,0.23,0.85,63
Diamonds,Rihanna,Rock,2024,73,0.94,0.71,0.32,-48.98,478428600,0.07,90,133070,0.17,0.79,59
Rocket Man,Elton John,Hip-Hop,1987,173,0.36,0.46,0.73,-57.24,381176508,0.8,192,151978,0.59,0.99,61
Sugar,Maroon 5,Eletrônica,1983,154,0.5,0.88,0.32,-57.92,587989029,0.32,237,88914,0.68,0.33,50
We Will Rock You,Queen,Hip-Hop,1987,164,0.61,0.63,0.68,-35.64,345844145,0.3,180,197233,0.29,0.72,56
Diamonds,Rihanna,Rock,1987,113,1.0,0.67,0.6,-13.82,799396062,0.96,158,183505,0.65,0.56,75
Sugar,Maroon 5,R&B,2005,112,0.87,0.5,0.28,-0.97,320983048,0.21,231,3283,0.74,0.36,42
Photograph,Ed Sheeran,Pop,2007,106,0.79,0.41,0.56,-30.12,760435062,0.68,119,165807,0.66,0.0,52
Positions,Ariana Grande,Rock,1984,159,0.32,0.93,0.29,-5.6,744367244,0.88,222,163253,0.28,0.18,63
Mamma Mia,ABBA,Pop,1995,97,0.56,0.83,0.48,-26.16,390715016,0.65,61,3387,0.22,0.41,61
Stronger,Kanye West,Hip-Hop,1980,143,0.58,0.91,0.17,-52.56,626249272,0.81,156,180633,0.08,0.76,73
We Will Rock You,Queen,R&B,1998,176,0.23,0.21,0.68,-41.86,433980459,0.48,196,103007,0.72,0.33,37
Tití Me Preguntó,Bad Bunny,Hip-Hop,2020,95,0.75,0.21,0.38,-54.84,282180619,0.89,36,179599,0.6,0.19,47
Yellow,Coldplay,Pop,1994,60,0.37,0.32,0.8,-40.83,500105325,0.14,48,2111,0.72,0.56,40
Stronger,Kanye West,Eletrônica,2017,155,0.84,0.63,0.75,-53.66,426538349,0.69,113,100912,0.06,0.2,64
Diamonds,Rihanna,Hip-Hop,2008,104,0.68,0.54,0.36,-2.43,622187381,0.8,22,30634,0.32,0.87,68
Blinding Lights,The Weeknd,Eletrônica,2015,100,0.37,0.24,0.55,-56.06,586682250,0.0,110,158475,0.76,0.05,26
Your Song,Elton John,Eletrônica,2008,177,0.76,0.86,0.1,-7.91,698389324,0.87,181,77568,0.32,0.06,63
Baby,Justin Bieber,Rock,2020,177,0.74,0.22,0.4,-35.95,580851408,0.69,231,196480,0.25,0.76,59
Yonaguni,Bad Bunny,R&B,2012,174,0.65,1.0,0.81,-17.27,473279697,0.31,123,100203,0.59,0.85,66
Thank U Next,Ariana Grande,Pop,1984,63,0.26,0.25,0.75,-9.62,60560285,0.54,276,55434,0.29,0.22,38
Rap God,Eminem,Hip-Hop,1982,94,0.64,0.46,0.7,-6.46,39381946,0.44,5,62743,0.17,0.19,46
Thriller,Michael Jackson,R&B,2018,152,0.5,0.54,0.58,-37.59,380495341,0.13,267,54430,0.48,0.44,43
Vogue,Madonna,Hip-Hop,2002,66,0.37,0.3,0.59,-29.52,587650996,0.68,21,65812,0.51,0.19,46
Hotline Bling,Drake,Rock,1996,139,0.5,0.77,0.61,-8.0,539767213,0.1,59,53702,0.19,0.86,58
Gold Digger,Kanye West,Hip-Hop,1987,62,0.94,0.86,0.6,-31.3,115716754,0.83,295,138246,0.49,0.9,73
Positions,Ariana Grande,Pop,1989,86,0.78,0.95,0.94,-40.18,620225826,0.61,195,163304,0.04,0.19,72
Don't Start Now,Dua Lipa,Hip-Hop,1981,142,0.42,0.8,0.24,-4.39,191157433,0.17,200,81414,0.06,0.87,52
Break My Soul,Beyoncé,Rock,2015,119,0.89,0.37,0.52,-52.83,798682768,0.83,89,85222,0.22,0.06,61
Thriller,Michael Jackson,R&B,1988,104,0.32,0.72,0.95,-39.16,646890977,0.07,287,81824,0.37,0.73,55
Gold Digger,Kanye West,Eletrônica,1984,129,0.83,0.88,0.49,-23.14,20464092,0.79,86,70161,0.41,0.37,62
Dancing Queen,ABBA,Hip-Hop,2024,75,0.6,0.35,0.65,-29.91,83067609,0.8,62,131877,0.31,0.61,55
Starboy,The Weeknd,Rock,2002,105,0.34,0.3,0.61,-29.24,379945446,0.07,152,176946,0.3,0.98,45
Girls Like You,Maroon 5,Eletrônica,2005,64,0.48,0.7,0.15,-29.98,499861151,0.1,66,186821,0.08,0.26,44
Break My Soul,Beyoncé,R&B,2019,104,0.25,0.81,0.59,-32.97,166287981,0.73,202,45200,0.15,0.73,61
Thank U Next,Ariana Grande,Eletrônica,2008,154,0.77,0.34,0.31,-16.49,669717071,0.74,187,85429,0.32,0.98,66
Halo,Beyoncé,Eletrônica,2009,139,0.57,0.61,0.71,-1.16,502391583,0.93,293,101567,0.29,0.32,64
Peaches,Justin Bieber,R&B,2008,81,0.45,0.3,0.69,-43.46,726845292,0.51,89,70808,0.15,0.73,58
Photograph,Ed Sheeran,Eletrônica,2006,117,0.42,0.68,0.53,-10.15,136523095,0.26,223,38866,0.62,0.49,43
Don't Start Now,Dua Lipa,Eletrônica,2008,81,0.82,0.39,0.66,-53.02,365182700,0.95,63,122729,0.09,0.49,66
24K Magic,Bruno Mars,Pop,1984,109,0.93,0.91,0.76,-47.97,714723552,0.32,259,2773,0.08,0.91,77
Without Me,Eminem,Rock,1992,164,0.81,0.85,0.59,-35.12,151477356,0.74,279,119469,0.74,0.8,66
Peaches,Justin Bieber,Pop,2000,135,0.71,0.55,0.75,-35.1,526641839,0.13,59,73956,0.18,0.73,57
Perfect,Ed Sheeran,Hip-Hop,1994,80,0.92,0.21,0.84,-40.61,639311534,0.16,33,14186,0.45,0.2,46
Work,Rihanna,Hip-Hop,2016,93,0.73,0.51,0.89,-16.67,105746617,0.62,106,41212,0.05,0.22,56
7 rings,Ariana Grande,Rock,2014,152,0.43,1.0,0.97,-9.27,238913066,0.55,44,49136,0.53,0.71,65
Peaches,Justin Bieber,Hip-Hop,2014,117,0.89,0.87,0.46,-47.82,223689969,0.71,110,9213,0.69,0.69,65
Levitating,Dua Lipa,Eletrônica,1993,102,0.48,0.54,0.4,-34.88,683733193,0.27,263,9997,0.52,0.33,45
Viva La Vida,Coldplay,R&B,1980,170,0.81,0.46,0.13,-31.66,395989498,0.15,168,196714,0.63,0.13,36
Your Song,Elton John,Rock,1983,74,0.96,0.72,0.15,-42.82,641227059,0.83,240,86250,0.14,0.24,67
Blinding Lights,The Weeknd,Hip-Hop,2019,165,0.2,0.41,0.23,-51.38,705112725,0.29,40,63810,0.04,0.73,48
Save Your Tears,The Weeknd,Hip-Hop,2018,100,0.33,0.59,0.45,-48.9,682637750,0.39,71,199434,0.01,0.5,54
Sugar,Maroon 5,Pop,2020,88,0.27,0.24,0.11,-11.24,204604063,0.92,133,137,0.4,0.16,39
Shape of You,Ed Sheeran,Hip-Hop,2002,113,0.91,0.87,0.27,-15.86,96332196,0.01,18,160068,0.13,0.52,51
Shape of You,Ed Sheeran,R&B,1995,167,0.71,0.55,0.75,-16.29,409841894,0.57,47,92677,0.7,0.16,51
Billie Jean,Michael Jackson,Pop,1981,149,0.64,0.38,0.11,-17.68,371508872,0.31,171,85098,0.61,0.92,46
Gimme Gimme Gimme,ABBA,Eletrônica,1991,63,0.64,0.86,0.69,-40.08,539434507,0.58,278,99196,0.19,0.67,70
Shape of You,Ed Sheeran,Pop,2004,120,0.46,0.75,0.54,-33.46,699762782,0.3,86,14742,0.79,0.47,51
We Will Rock You,Queen,Hip-Hop,2004,119,0.44,0.57,0.79,-37.08,471467053,0.91,198,53773,0.27,0.2,60
Tití Me Preguntó,Bad Bunny,Hip-Hop,2013,158,0.44,0.35,0.34,-53.63,87133249,0.8,138,64820,0.02,0.21,47
Your Song,Elton John,Hip-Hop,1987,140,0.89,0.55,0.65,-9.63,200414137,0.67,88,159461,0.12,0.98,70
Don't Stop Me Now,Queen,Pop,1999,164,0.69,0.95,0.21,-20.9,656585356,0.58,38,186389,0.55,0.31,60
Starboy,The Weeknd,R&B,1985,135,0.64,0.28,0.6,-47.51,734462003,0.79,258,75253,0.24,0.25,57
Beat It,Michael Jackson,Hip-Hop,2013,145,0.61,0.47,0.26,-18.48,62744409,0.74,183,162634,0.45,0.01,42
Sugar,Maroon 5,Rock,1996,84,0.52,0.94,0.84,-36.15,616194481,0.94,142,144955,0.63,0.16,67
One Dance,Drake,Eletrônica,1989,92,0.2,0.86,0.32,-9.62,241856039,0.97,103,136067,0.55,0.36,55
Beat It,Michael Jackson,Rock,2002,76,1.0,0.31,0.72,-11.29,305126219,0.1,245,38686,0.5,0.97,53
One Dance,Drake,R&B,2009,61,0.65,0.74,0.68,-24.39,392012775,0.04,231,46264,0.77,0.88,52
Work,Rihanna,Hip-Hop,2004,105,0.52,0.44,0.71,-23.42,63028704,0.37,113,18396,0.28,0.41,45
Billie Jean,Michael Jackson,R&B,2006,124,0.8,0.46,0.93,-22.58,269699187,0.33,134,72750,0.44,0.06,46
We Will Rock You,Queen,Pop,2015,168,0.39,0.22,0.6,-24.62,675131828,0.33,172,112237,0.47,0.12,38
Halo,Beyoncé,Eletrônica,1985,177,0.51,0.39,0.12,-43.57,355248321,0.08,76,130290,0.13,0.29,35
Work,Rihanna,Eletrônica,1996,164,0.95,0.3,0.21,-8.69,446522207,0.44,33,4020,0.22,0.85,57
New Rules,Dua Lipa,Eletrônica,2016,63,0.64,0.76,0.23,-6.22,427263088,0.55,184,164492,0.27,0.52,58
Grenade,Bruno Mars,Eletrônica,1996,145,0.54,0.65,0.78,-7.4,213387343,0.33,19,148378,0.67,0.38,47
Grenade,Bruno Mars,Eletrônica,1996,74,0.36,0.71,0.14,-16.91,308364994,0.04,191,131713,0.41,0.86,44
Thank U Next,Ariana Grande,Pop,1999,159,0.3,0.26,0.19,-12.8,532896599,0.27,96,44869,0.57,0.56,36
Girls Like You,Maroon 5,R&B,2011,130,0.21,0.26,0.35,-53.99,65815094,0.41,26,33380,0.56,0.7,35
Blinding Lights,The Weeknd,Pop,1980,116,0.9,0.67,0.73,-19.7,439775072,0.43,7,115808,0.76,0.29,55
Bohemian Rhapsody,Queen,Rock,1995,143,0.88,0.58,0.25,-54.98,636235829,0.56,275,133109,0.03,0.04,56
Single Ladies,Beyoncé,Rock,1980,77,0.61,0.89,0.36,-27.73,650421621,0.24,22,173412,0.45,0.92,62
Girls Like You,Maroon 5,Pop,1988,64,0.72,0.36,0.23,-15.36,265174970,0.07,140,194183,0.77,0.45,34
Like a Virgin,Madonna,R&B,2023,160,0.88,0.7,0.26,-52.69,50036312,0.03,287,161424,0.3,0.3,42
We Will Rock You,Queen,Rock,1989,122,0.56,0.38,0.23,-40.85,652611215,0.7,152,55646,0.26,0.62,57
Mamma Mia,ABBA,Rock,1992,129,0.63,0.74,0.24,-56.33,649024048,0.59,239,191750,0.22,0.43,60
Shake It Off,Taylor Swift,Hip-Hop,2007,111,0.91,0.27,0.94,-59.44,682795556,0.27,167,78691,0.73,0.98,59
Billie Jean,Michael Jackson,Pop,2008,86,0.95,0.65,0.11,-36.38,643221063,0.55,44,46258,0.01,0.95,71
Diamonds,Rihanna,Rock,1992,149,0.44,0.3,0.31,-21.38,59007928,0.63,171,106545,0.63,0.91,46
Baby,Justin Bieber,Rock,2002,169,0.77,0.75,0.49,-33.1,166993969,0.29,199,77017,0.32,0.16,48
Diamonds,Rihanna,Rock,1990,61,0.78,0.41,0.85,-12.68,32916940,0.71,129,199485,0.57,0.62,56
Dancing Queen,ABBA,R&B,2007,64,0.99,0.94,0.31,-53.39,564444496,0.52,288,183572,0.31,0.58,69
Rap God,Eminem,R&B,1987,176,0.65,0.43,0.78,-55.64,151621124,0.62,223,135993,0.64,0.44,50
Without Me,Eminem,Eletrônica,2004,61,0.23,0.86,0.45,-40.58,629468545,0.77,65,162821,0.17,0.62,66
Hotline Bling,Drake,Hip-Hop,2013,150,0.68,0.86,0.54,-15.59,197561134,0.65,260,144268,0.71,0.97,65
Tiny Dancer,Elton John,Pop,1984,110,0.26,0.56,0.62,-55.35,416450871,0.88,118,38313,0.4,0.49,57
Thriller,Michael Jackson,Eletrônica,2000,126,0.9,0.96,0.55,-50.97,43819216,0.72,130,133974,0.7,0.01,56
Viva La Vida,Coldplay,Eletrônica,2015,108,0.93,0.64,0.76,-11.58,144701776,0.06,153,4915,0.06,0.15,49
Grenade,Bruno Mars,R&B,1981,176,0.94,0.22,0.47,-29.99,451344924,0.9,224,121475,0.11,0.62,65
One Dance,Drake,R&B,2021,92,0.99,0.62,0.11,-49.51,228164639,0.21,89,90196,0.06,0.73,55
Umbrella,Rihanna,Rock,2014,128,0.9,0.84,0.45,-35.29,199013731,0.68,175,66150,0.16,0.78,70
Hotline Bling,Drake,Pop,1992,124,0.76,0.32,0.5,-48.61,273512735,0.2,148,20241,0.39,0.64,45
Peaches,Justin Bieber,Eletrônica,1989,89,0.34,0.89,0.33,-14.76,570653611,0.72,127,172580,0.47,0.59,61
Stronger,Kanye West,Hip-Hop,1998,82,0.3,0.71,0.53,-59.36,28112021,0.84,111,177191,0.64,0.87,57
Peaches,Justin Bieber,Hip-Hop,1999,86,0.57,0.61,0.28,-37.21,783583689,0.99,59,64598,0.57,0.42,63
One Dance,Drake,Rock,1991,137,0.92,0.92,0.99,-6.84,287338603,0.24,230,78645,0.37,0.3,61
Tití Me Preguntó,Bad Bunny,Pop,1999,156,0.67,0.33,0.61,-26.96,577951960,0.83,154,176292,0.26,0.88,67
Save Your Tears,The Weeknd,Eletrônica,1994,95,0.76,0.22,0.9,-4.19,550225018,0.17,69,17472,0.72,0.7,48
God's Plan,Drake,Pop,1984,84,0.2,0.28,0.35,-56.63,429192384,0.49,194,112051,0.11,0.74,47
Shape of You,Ed Sheeran,Rock,1986,80,0.8,0.38,0.52,-12.39,513382518,0.38,164,131301,0.08,0.24,51
Yonaguni,Bad Bunny,Eletrônica,2001,170,0.72,0.73,0.87,-0.74,440938295,0.14,198,63282,0.52,0.98,61
Rap God,Eminem,Hip-Hop,2010,137,0.59,0.97,0.16,-23.24,712799387,0.63,5,468,0.7,0.03,54
Mamma Mia,ABBA,Hip-Hop,1983,174,0.72,0.37,0.14,-5.53,74033460,0.38,70,94303,0.17,0.63,45
New Rules,Dua Lipa,Eletrônica,2004,145,0.24,0.39,0.84,-9.73,104295114,0.36,126,32359,0.67,0.1,33
Uptown Funk,Bruno Mars,Pop,2014,120,0.21,0.28,0.15,-55.09,540978717,0.58,192,10441,0.02,0.29,42
Uptown Funk,Bruno Mars,Pop,2011,66,0.24,0.99,0.28,-31.08,216721366,0.21,94,51657,0.76,0.82,47
Lose Yourself,Eminem,Hip-Hop,1992,121,0.52,0.61,0.85,-34.19,561969215,0.37,48,183556,0.18,0.08,52
Hotline Bling,Drake,Pop,2006,94,0.21,0.67,0.34,-59.49,368008426,0.2,32,151014,0.67,0.41,38
Halo,Beyoncé,Hip-Hop,2008,91,0.34,0.95,0.62,-8.76,5618586,0.34,123,180504,0.26,0.35,49
Rap God,Eminem,R&B,2022,62,0.45,0.23,0.74,-6.24,501406056,0.08,79,189359,0.39,0.71,43
Diamonds,Rihanna,Pop,1981,155,0.51,0.52,0.7,-41.18,669967292,0.25,204,28647,0.29,0.96,59
Yonaguni,Bad Bunny,Rock,2018,83,0.48,0.79,0.75,-30.59,205683859,0.14,211,129215,0.17,0.62,53
Billie Jean,Michael Jackson,Rock,2007,103,0.76,0.48,0.18,-13.38,380214999,0.28,105,68412,0.03,0.02,43
Heartless,Kanye West,Pop,2000,161,0.95,0.59,0.82,-23.61,301349858,0.38,218,140535,0.34,0.52,60
Shake It Off,Taylor Swift,Pop,1991,84,0.47,0.95,0.55,-1.5,636980849,0.91,87,126746,0.28,0.76,76
Shake It Off,Taylor Swift,Hip-Hop,1986,104,0.86,0.65,0.66,-3.95,621420700,0.31,110,199998,0.25,0.86,66
We Will Rock You,Queen,Pop,1982,108,0.54,0.72,0.36,-2.29,583286136,0.14,131,109390,0.07,0.83,57
Hung Up,Madonna,Hip-Hop,2021,100,0.4,0.99,0.99,-59.55,476100922,0.57,134,125423,0.64,0.79,68
Don't Start Now,Dua Lipa,Pop,2013,174,0.35,0.93,0.3,-50.59,712552966,0.21,42,109018,0.13,0.43,55
Blank Space,Taylor Swift,Hip-Hop,2021,163,0.94,0.55,0.94,-43.89,554945979,0.3,56,195429,0.73,0.04,50
Gimme Gimme Gimme,ABBA,Pop,1981,157,0.45,0.45,0.96,-47.77,518875257,0.42,202,169258,0.35,0.95,60
